idno,Event,Site,Date,Round,WhitePlayer,BlackPlayer,Result,WhiteELO,BlackELO,ECO,WhiteRooks7th,BlackRooks7th,Caro,Slav
37504893, World Championship 17th, NLD, 1937.??.??, 13, Euwe Max, Alekhine Alexander, 1, ?, ?, D18, 0, 0, 0, 0, 
81825327, World Championship 17th, NLD, 1937.??.??, 14, Alekhine Alexander, Euwe Max, 1, ?, ?, E02, 0, 0, 0, 0, 
31046597, World Championship 17th, NLD, 1937.??.??, 15, Euwe Max, Alekhine Alexander, 0, ?, ?, D19, 0, 0, 0, 0, 
40621048, World Championship 17th, NLD, 1937.??.??, 16, Alekhine Alexander, Euwe Max, 0, ?, ?, E02, 0, 0, 0, 0, 
62714740, World Championship 17th, NLD, 1937.??.??, 17, Euwe Max, Alekhine Alexander, 1, ?, ?, D19, 0, 0, 0, 0, 
73394483, World Championship 17th, NLD, 1937.??.??, 18, Alekhine Alexander, Euwe Max, 0, ?, ?, D41, 0, 0, 0, 0, 
25804646, World Championship 17th, NLD, 1937.??.??, 19, Euwe Max, Alekhine Alexander, 0, ?, ?, E21, 0, 0, 0, 0, 
42857208, World Championship 17th, NLD, 1937.??.??, 20, Alekhine Alexander, Euwe Max, 0, ?, ?, E34, 0, 0, 0, 0, 
67529506, World Championship 17th, NLD, 1937.??.??, 21, Euwe Max, Alekhine Alexander, -1, ?, ?, E18, 0, 0, 0, 0, 
6746841, World Championship 17th, NLD, 1937.??.??, 22, Alekhine Alexander, Euwe Max, 1, ?, ?, A09, 0, 0, 0, 0, 
89235620, World Championship 17th, NLD, 1937.??.??, 23, Euwe Max, Alekhine Alexander, 0, ?, ?, E17, 0, 0, 0, 0, 
18485193, World Championship 17th, NLD, 1937.??.??, 24, Alekhine Alexander, Euwe Max, 1, ?, ?, D41, 0, 0, 0, 0, 
40655229, World Championship 17th, NLD, 1937.??.??, 25, Euwe Max, Alekhine Alexander, -1, ?, ?, E46, 0, 0, 0, 0, 
20781511, AVRO, Amsterdam, 1938.??.??, ?, Botvinnik Mikhail, Alekhine Alexander, 1, ?, ?, D41, 0, 0, 0, 0, 
15662701, Carrasco, Carrasco, 1938.??.??, 1, Alekhine Alexander, Fenoglio Virgilio, 1, ?, ?, A11, 0, 0, 0, 0, 
56131219, Carrasco, Carrasco, 1938.??.??, 2, Canepa Jose, Alekhine Alexander, -1, ?, ?, C02, 0, 0, 0, 0, 
87455146, Carrasco, Carrasco, 1938.??.??, 3, Cruz Walter Oswaldo, Alekhine Alexander, 0, ?, ?, E16, 0, 0, 0, 0, 
50698938, Carrasco, Carrasco, 1938.??.??, 4, Olivera Alfredo, Alekhine Alexander, 0, ?, ?, E33, 0, 0, 0, 0, 
56155537, Carrasco, Carrasco, 1938.??.??, 5, Alekhine Alexander, Flores Alvarez Rodrigo, 1, ?, ?, D22, 0, 0, 0, 0, 
28422603, Carrasco, Carrasco, 1938.??.??, 6, Balparda Julio Cesar, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
1944102, Carrasco, Carrasco, 1938.??.??, 7, Alekhine Alexander, Da Silva Rocha A., 1, ?, ?, B60, 0, 0, 0, 0, 
63979822, Carrasco, Carrasco, 1938.??.??, 8, Alekhine Alexander, Letelier Rene, 1, ?, ?, D29, 0, 0, 0, 0, 
78090628, Carrasco, Carrasco, 1938.??.??, 9, Alekhine Alexander, Bensadon Rafael, 1, ?, ?, C43, 0, 0, 0, 0, 
63285196, Carrasco, Carrasco, 1938.??.??, 10, Alekhine Alexander, Guimard Carlos E, 0, ?, ?, D61, 0, 0, 0, 0, 
63062979, Carrasco, Carrasco, 1938.??.??, 11, Alekhine Alexander, De Oliveira A., 1, ?, ?, B18, 0, 0, 0, 0, 
48858277, Carrasco, Carrasco, 1938.??.??, 12, Rotunno Ernesto, Alekhine Alexander, -1, ?, ?, E10, 0, 0, 0, 0, 
14823250, Carrasco, Carrasco, 1938.??.??, 13, Alekhine Alexander, Trompowsky Octavio, 1, ?, ?, E01, 0, 0, 0, 0, 
16255294, Carrasco, Carrasco, 1938.??.??, 14, Maderna Carlos, Alekhine Alexander, 0, ?, ?, E02, 0, 0, 0, 0, 
85456595, Carrasco, Carrasco, 1938.??.??, 15, Grau Roberto, Alekhine Alexander, -1, ?, ?, E34, 0, 0, 0, 0, 
14887636, AVRO, Holland, 1938.??.??, ?, Fine Reuben, Alekhine Alexander, 1, ?, ?, C76, 0, 0, 1, 0, 
36710667, AVRO, Holland, 1938.??.??, ?, Keres Paul, Alekhine Alexander, 0, ?, ?, B14, 0, 0, 0, 0, 
46862274, AVRO, Holland, 1938.??.??, ?, Reshevsky Samuel Herman, Alekhine Alexander, 0, ?, ?, E43, 0, 0, 0, 0, 
9075440, AVRO, Holland, 1938.??.??, ?, Flohr Salo, Alekhine Alexander, 0, ?, ?, E16, 0, 0, 0, 0, 
59271278, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Botvinnik Mikhail, 0, ?, ?, E19, 0, 0, 0, 0, 
50893826, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Capablanca Jose Raul, 1, ?, ?, C06, 0, 0, 0, 0, 
76925395, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Euwe Max, 1, ?, ?, D13, 0, 0, 0, 0, 
75271594, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Fine Reuben, -1, ?, ?, C83, 0, 0, 0, 0, 
79700262, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Flohr Salo, 1, ?, ?, C90, 0, 0, 0, 0, 
4622225, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Keres Paul, 0, ?, ?, E58, 0, 0, 0, 0, 
94309293, AVRO, Holland, 1938.??.??, ?, Alekhine Alexander, Reshevsky Samuel Herman, 0, ?, ?, E20, 0, 0, 0, 0, 
65926759, AVRO, Holland, 1938.??.??, ?, Euwe Max, Alekhine Alexander, 0, ?, ?, E15, 0, 0, 0, 0, 
18718262, AVRO, Holland, 1938.??.??, ?, Capablanca Jose Raul, Alekhine Alexander, 0, ?, ?, E17, 0, 0, 0, 0, 
26214537, Margate, Margate, 1938.??.??, 1, Alekhine Alexander, Milner Barry Philip Stuart, 1, ?, ?, A13, 0, 0, 0, 0, 
66582891, Margate, Margate, 1938.??.??, 2, Thomas George Alan, Alekhine Alexander, -1, ?, ?, C86, 0, 0, 0, 0, 
6952890, Margate, Margate, 1938.??.??, 3, Alekhine Alexander, Golombek Harry, 1, ?, ?, E20, 0, 0, 0, 0, 
91381384, Margate, Margate, 1938.??.??, 4, Sergeant Edward G, Alekhine Alexander, -1, ?, ?, C76, 0, 0, 0, 0, 
46277179, Margate, Margate, 1938.??.??, 5, Petrovs Vladimirs, Alekhine Alexander, 1, ?, ?, E02, 0, 0, 0, 0, 
75571890, Margate, Margate, 1938.??.??, 6, Alekhine Alexander, Book Eero, 1, ?, ?, D28, 0, 0, 0, 0, 
25421416, Margate, Margate, 1938.??.??, 7, Spielmann Rudolf, Alekhine Alexander, 0, ?, ?, B74, 0, 0, 0, 0, 
18111678, Margate, Margate, 1938.??.??, 8, Alekhine Alexander, Menchik Vera, 1, ?, ?, D54, 0, 0, 0, 0, 
47870735, Margate, Margate, 1938.??.??, 9, Alexander Conel Hughes, Alekhine Alexander, 0, ?, ?, C16, 0, 0, 0, 0, 
58078077, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 1, Alekhine Alexander, Stahlberg Gideon, 0, ?, ?, D67, 0, 0, 0, 0, 
32690219, Buenos Aires ol prel-B, Buenos Aires, 1939.??.??, 1, Alekhine Alexander, Tsvetkov Alexandar K, 1, ?, ?, B50, 0, 0, 0, 0, 
25180723, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 2, Van Scheltinga Theo D, Alekhine Alexander, 0, ?, ?, D22, 0, 0, 0, 0, 
48384331, Buenos Aires ol prel-B, Buenos Aires, 1939.??.??, 2, Petrovs Vladimirs, Alekhine Alexander, 0, ?, ?, E02, 0, 0, 0, 0, 
78215739, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 3, Alekhine Alexander, Keres Paul, 0, ?, ?, E19, 0, 0, 0, 0, 
89388522, Buenos Aires ol prel-B, Buenos Aires, 1939.??.??, 3, Alekhine Alexander, Cordova H., 1, ?, ?, B14, 0, 0, 0, 0, 
30995028, Buenos Aires ol prel-B, Buenos Aires, 1939.??.??, 4, Castillo Larenas Mariano, Alekhine Alexander, 0, ?, ?, D38, 0, 0, 0, 0, 
76210379, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 4, Mikenas Vladas, Alekhine Alexander, 0, ?, ?, A40, 0, 0, 0, 1, 
82249460, Buenos Aires ol prel-B, Buenos Aires, 1939.??.??, 5, Alekhine Alexander, Eliskases Erich Gottlieb, 1, ?, ?, D41, 0, 0, 0, 0, 
21914556, Buenos Aires ol prel-B, Buenos Aires, 1939.??.??, 6, Rotunno Ernesto, Alekhine Alexander, -1, ?, ?, D41, 0, 0, 0, 0, 
51109943, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 8, Apsenieks Fricis, Alekhine Alexander, -1, ?, ?, C01, 0, 0, 0, 0, 
93174157, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 9, Alekhine Alexander, Trompowsky Octavio, 0, ?, ?, E34, 0, 0, 0, 0, 
96612245, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 11, Enevoldsen Jens, Alekhine Alexander, -1, ?, ?, E33, 0, 0, 0, 0, 
35976437, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 12, Alekhine Alexander, Lopez Arce Alberto, 1, ?, ?, C84, 0, 0, 0, 0, 
51866103, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 14, Alekhine Alexander, Castillo Larenas Mariano, 1, ?, ?, A44, 0, 0, 0, 0, 
48318109, Buenos Aires ol f-A, Buenos Aires, 1939.??.??, 15, Czerniak Moshe, Alekhine Alexander, -1, ?, ?, A29, 0, 0, 0, 0, 
29370617, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Araujo Pereira A., 0, ?, ?, C78, 0, 0, 0, 0, 
97074714, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Arrais, 1, ?, ?, C70, 0, 0, 0, 0, 
59251733, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Batoreu, 1, ?, ?, D60, 0, 0, 0, 0, 
13256450, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Amores, 1, ?, ?, B73, 0, 0, 0, 0, 
44476328, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Braumann P., 0, ?, ?, C40, 0, 0, 0, 0, 
29053021, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Cruz A., -1, ?, ?, D61, 0, 0, 0, 0, 
74602827, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, De Carvalho A., 1, ?, ?, C60, 0, 0, 0, 0, 
51589231, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Ferreira, 1, ?, ?, B73, 0, 0, 0, 0, 
9163488, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Fuchs, 1, ?, ?, D52, 0, 0, 0, 0, 
75103902, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Kaldeira, 1, ?, ?, C28, 0, 0, 0, 0, 
18856800, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Macedo, 1, ?, ?, C73, 0, 0, 0, 0, 
82673786, Lisabon sim, Lisabon, 1940.??.??, ?, Alekhine Alexander, Pires AM., -1, ?, ?, D62, 0, 0, 0, 0, 
6815333, Krakow, Krakow, 1941.??.??, ?, Hahn, Alekhine Alexander, 0, ?, ?, B12, 0, 0, 0, 0, 
37038133, Krakow, Krakow, 1941.??.??, ?, Lokvenc Josef, Alekhine Alexander, 0, ?, ?, D40, 0, 0, 0, 0, 
32692733, Krakow, Krakow, 1941.??.??, ?, Mross Paul, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
4211423, Krakow, Krakow, 1941.??.??, ?, Alekhine Alexander, Kieninger Georg, 1, ?, ?, A54, 0, 0, 0, 0, 
64998124, Krakow, Krakow, 1941.??.??, ?, Blumich Max, Alekhine Alexander, -1, ?, ?, B15, 0, 0, 0, 0, 
74364574, Krakow, Krakow, 1941.??.??, ?, Junge Klaus, Alekhine Alexander, 0, ?, ?, D40, 0, 0, 0, 0, 
39348723, Krakow, Krakow, 1941.??.??, 1, Reger T., Alekhine Alexander, -1, ?, ?, D40, 0, 0, 0, 0, 
77732245, Krakow, Krakow, 1941.??.??, 2, Alekhine Alexander, Carls Carl Johan Margot, 0, ?, ?, B50, 0, 0, 0, 0, 
42880825, Krakow, Krakow, 1941.??.??, 4, Alekhine Alexander, Schmidt Paul Felix, 1, ?, ?, B70, 0, 0, 0, 0, 
62032622, Krakow, Krakow, 1941.??.??, 8, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, E08, 0, 0, 0, 0, 
32594141, Krakow, Krakow, 1941.??.??, 10, Alekhine Alexander, Nowarra Heinz, 0, ?, ?, E07, 0, 0, 0, 0, 
56006086, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Martin S., 1, ?, ?, C00, 0, 0, 0, 0, 
60756454, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Cifuentes M., 1, ?, ?, B38, 0, 0, 0, 0, 
56363211, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Chamero L., 1, ?, ?, C66, 0, 0, 0, 0, 
69594084, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Chamero J., 1, ?, ?, D36, 0, 0, 0, 0, 
5419658, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Escobar, 1, ?, ?, C10, 0, 0, 0, 0, 
19375034, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Galindo, 0, ?, ?, B32, 0, 0, 0, 0, 
74035879, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Kocher, 1, ?, ?, C06, 0, 0, 0, 0, 
88081130, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Farres, 0, ?, ?, B15, 0, 0, 0, 0, 
1930567, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Machiniena, 1, ?, ?, B07, 0, 0, 0, 0, 
29978802, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Mollinedo, 1, ?, ?, B00, 0, 0, 0, 0, 
96273823, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Nabarro I., 1, ?, ?, B10, 0, 0, 0, 0, 
76348653, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Robles J., 1, ?, ?, C73, 0, 0, 0, 0, 
79444226, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Salvatierra, 1, ?, ?, D61, 0, 0, 0, 0, 
81191633, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Vasquez, -1, ?, ?, C05, 0, 0, 0, 0, 
79363967, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Vitoria C., 1, ?, ?, B07, 0, 0, 0, 0, 
68289894, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Yaner, 0, ?, ?, C28, 0, 0, 0, 0, 
55269487, Madrid sim, Madrid, 1941.??.??, ?, Gomez Eusebo, Alekhine Alexander, -1, ?, ?, A08, 0, 0, 0, 0, 
94106003, Madrid sim, Madrid, 1941.??.??, ?, Ortueta M., Alekhine Alexander, -1, ?, ?, C23, 0, 0, 0, 0, 
66881272, Madrid sim, Madrid, 1941.??.??, ?, Reig, Alekhine Alexander, -1, ?, ?, D02, 0, 0, 0, 1, 
88161219, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Alcon, 1, ?, ?, B38, 0, 0, 0, 0, 
22217885, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Alba, 1, ?, ?, D06, 0, 0, 0, 0, 
82082942, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Fernandez, 1, ?, ?, D31, 0, 0, 0, 0, 
31934635, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, Feu, 1, ?, ?, D31, 0, 0, 0, 0, 
97742090, Madrid sim, Madrid, 1941.??.??, ?, Alekhine Alexander, De Agustin Manuel, 1, ?, ?, C40, 0, 0, 0, 0, 
27604825, Munich, Munich, 1941.??.??, 1, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, C84, 0, 0, 0, 0, 
8480587, Munich, Munich, 1941.??.??, 2, Stoltz Goesta, Alekhine Alexander, 0, ?, ?, C43, 0, 0, 0, 0, 
46947160, Munich, Munich, 1941.??.??, 3, Alekhine Alexander, Cortlever Nicolaas, 1, ?, ?, C08, 0, 0, 0, 0, 
14921065, Munich, Munich, 1941.??.??, 4, Richter Kurt, Alekhine Alexander, -1, ?, ?, D00, 0, 0, 0, 0, 
36420208, Munich, Munich, 1941.??.??, 5, Alekhine Alexander, Rethy Pal, 1, ?, ?, C28, 0, 0, 0, 0, 
4667276, Munich, Munich, 1941.??.??, 6, Opocensky Karel, Alekhine Alexander, 1, ?, ?, D55, 0, 0, 0, 0, 
4701707, Munich, Munich, 1941.??.??, 7, Alekhine Alexander, Lundin Erik, 0, ?, ?, B84, 0, 0, 0, 0, 
65675473, Munich, Munich, 1941.??.??, 8, Alekhine Alexander, Rabar Braslav, 1, ?, ?, C07, 0, 0, 0, 0, 
30409138, Munich, Munich, 1941.??.??, 9, Kieninger Georg, Alekhine Alexander, -1, ?, ?, C64, 0, 0, 0, 0, 
6087903, Munich, Munich, 1941.??.??, 10, Alekhine Alexander, Rohacek Ivan Vladimir, 1, ?, ?, C83, 0, 0, 0, 0, 
70202169, Munich, Munich, 1941.??.??, 11, Foltys Jan, Alekhine Alexander, 0, ?, ?, E35, 0, 0, 0, 0, 
86303382, Munich, Munich, 1941.??.??, 12, Alekhine Alexander, Fuster Geza, 0, ?, ?, A90, 0, 0, 0, 0, 
91945014, Munich, Munich, 1941.??.??, 13, Leepin Peter, Alekhine Alexander, -1, ?, ?, A22, 0, 0, 0, 0, 
723056, Munich, Munich, 1941.??.??, 14, Alekhine Alexander, Nielsen Bjorn, -1, ?, ?, C86, 0, 0, 0, 0, 
12011524, Munich, Munich, 1941.??.??, 15, Mross Paul, Alekhine Alexander, 0, ?, ?, C79, 0, 0, 0, 0, 
59823032, Munich, Munich, 1942.??.??, 1, Alekhine Alexander, Barcza Gedeon, 1, ?, ?, C84, 0, 0, 0, 0, 
80085884, Munich, Munich, 1942.??.??, 2, Alekhine Alexander, Napolitano Mariano, 1, ?, ?, B62, 0, 0, 0, 0, 
79327566, Munich, Munich, 1942.??.??, 3, Rellstab Ludwig Sr, Alekhine Alexander, 1, ?, ?, D02, 0, 0, 0, 0, 
11725945, Munich, Munich, 1942.??.??, 4, Alekhine Alexander, Keres Paul, 1, ?, ?, E17, 0, 0, 0, 0, 
30069139, Munich, Munich, 1942.??.??, 5, Rohacek V., Alekhine Alexander, 0, ?, ?, C42, 0, 0, 0, 0, 
58191993, Munich, Munich, 1942.??.??, 6, Alekhine Alexander, Richter Kurt, 1, ?, ?, D40, 0, 0, 0, 0, 
17221267, Munich, Munich, 1942.??.??, 7, Stoltz Goesta, Alekhine Alexander, -1, ?, ?, C98, 0, 0, 0, 0, 
93255273, Munich, Munich, 1942.??.??, 8, Alekhine Alexander, Foltys Jan, 0, ?, ?, B70, 0, 0, 0, 0, 
18063177, Munich, Munich, 1942.??.??, 9, Junge Klaus, Alekhine Alexander, -1, ?, ?, E02, 0, 0, 0, 0, 
22037080, Munich, Munich, 1942.??.??, 10, Alekhine Alexander, Rabar Braslav, 1, ?, ?, E02, 0, 0, 0, 0, 
15011045, Munich, Munich, 1942.??.??, 11, Bogoljubow Efim, Alekhine Alexander, 0, ?, ?, D50, 0, 0, 0, 0, 
60561385, Duras 60 mem , Prague, 1942.??.??, 1, Alekhine Alexander, Hromadka Karel, 1, ?, ?, C79, 0, 0, 0, 0, 
58368087, Duras 60 mem , Prague, 1942.??.??, 2, Rejfir Josef, Alekhine Alexander, 0, ?, ?, E32, 0, 0, 0, 0, 
3082951, Duras 60 mem , Prague, 1942.??.??, 3, Alekhine Alexander, Thelen Bedrich, 0, ?, ?, C07, 0, 0, 0, 0, 
50968845, Duras 60 mem , Prague, 1942.??.??, 4, Kottnauer Cenek, Alekhine Alexander, -1, ?, ?, E19, 0, 0, 0, 0, 
94814246, Duras 60 mem , Prague, 1942.??.??, 5, Alekhine Alexander, Foltys Jan, 0, ?, ?, B22, 0, 0, 0, 0, 
59600939, Duras 60 mem , Prague, 1942.??.??, 6, Podgorny Jiri, Alekhine Alexander, -1, ?, ?, C49, 0, 0, 0, 0, 
69595752, Duras 60 mem , Prague, 1942.??.??, 7, Alekhine Alexander, Zita Frantisek, 0, ?, ?, D40, 0, 0, 0, 0, 
35297075, Duras 60 mem , Prague, 1942.??.??, 8, Opocensky Karel, Alekhine Alexander, -1, ?, ?, A54, 0, 0, 0, 0, 
49285790, Duras 60 mem , Prague, 1942.??.??, 9, Alekhine Alexander, Prokop Frantisek, 1, ?, ?, D46, 0, 1, 0, 0, 
99952174, Duras 60 mem , Prague, 1942.??.??, 10, Saemisch Fritz, Alekhine Alexander, 0, ?, ?, C41, 0, 0, 0, 0, 
39686784, Duras 60 mem , Prague, 1942.??.??, 11, Alekhine Alexander, Junge Klaus, 1, ?, ?, E03, 0, 0, 0, 0, 
97870270, Salzburg, Salzburg, 1942.??.??, 1, Bogoljubow Efim, Alekhine Alexander, 1, ?, ?, B15, 0, 0, 0, 0, 
77413464, Salzburg, Salzburg, 1942.??.??, 2, Schmidt Paul Felix, Alekhine Alexander, -1, ?, ?, D12, 0, 0, 0, 0, 
9498722, Salzburg, Salzburg, 1942.??.??, 3, Alekhine Alexander, Junge Klaus, -1, ?, ?, D31, 0, 0, 0, 0, 
78901315, Salzburg, Salzburg, 1942.??.??, 4, Stoltz Goesta, Alekhine Alexander, 0, ?, ?, C78, 0, 0, 0, 0, 
13293027, Salzburg, Salzburg, 1942.??.??, 5, Alekhine Alexander, Keres Paul, 1, ?, ?, C86, 0, 0, 0, 0, 
9996768, Salzburg, Salzburg, 1942.??.??, 6, Alekhine Alexander, Bogoljubow Efim, 1, ?, ?, C01, 0, 0, 0, 0, 
95818123, Salzburg, Salzburg, 1942.??.??, 7, Alekhine Alexander, Schmidt Paul Felix, 1, ?, ?, C86, 0, 0, 0, 0, 
54691266, Salzburg, Salzburg, 1942.??.??, 8, Junge Klaus, Alekhine Alexander, -1, ?, ?, A09, 0, 0, 0, 0, 
57914007, Salzburg, Salzburg, 1942.??.??, 9, Alekhine Alexander, Stoltz Goesta, 1, ?, ?, B54, 0, 0, 0, 0, 
654141, Salzburg, Salzburg, 1942.??.??, 10, Keres Paul, Alekhine Alexander, -1, ?, ?, C34, 0, 0, 0, 0, 
72215239, Prague, Prague, 1943.??.??, 1, Alekhine Alexander, Fichtl Jiri, 0, ?, ?, E19, 0, 0, 0, 0, 
75678979, Prague, Prague, 1943.??.??, 2, Dietze Max, Alekhine Alexander, -1, ?, ?, E13, 0, 0, 0, 0, 
70346448, Prague, Prague, 1943.??.??, 3, Alekhine Alexander, Bartosek Milan, 1, ?, ?, C07, 0, 0, 0, 0, 
30010663, Prague+, Prague, 1943.??.??, 4, Carls Carl Johan Margot, Alekhine Alexander, -1, ?, ?, A28, 0, 0, 0, 0, 
51837316, Prague, Prague, 1943.??.??, 5, Thelen Bedrich, Alekhine Alexander, -1, ?, ?, D06, 0, 0, 0, 0, 
72380547, Prague, Prague, 1943.??.??, 5, Alekhine Alexander, Sucha Ruzena, 1, ?, ?, C00, 0, 0, 0, 0, 
54865165, Prague, Prague, 1943.??.??, 6, Saemisch Fritz, Alekhine Alexander, -1, ?, ?, C79, 0, 0, 0, 0, 
28280249, Prague, Prague, 1943.??.??, 7, Alekhine Alexander, Opocensky Karel, 1, ?, ?, C01, 0, 0, 0, 0, 
33838749, Prague, Prague, 1943.??.??, 8, Katetov Miroslav, Alekhine Alexander, 0, ?, ?, A09, 0, 0, 0, 0, 
31362005, Prague, Prague, 1943.??.??, 9, Alekhine Alexander, Novotny Oldrich, 1, ?, ?, C79, 0, 0, 0, 0, 
72285400, Prague, Prague, 1943.??.??, 10, Foltys Jan, Alekhine Alexander, 0, ?, ?, A92, 0, 0, 0, 0, 
56313164, Prague, Prague, 1943.??.??, 11, Alekhine Alexander, Keres Paul, 0, ?, ?, D49, 0, 0, 0, 0, 
16436434, Prague, Prague, 1943.??.??, 12, Sajtar Jaroslav, Alekhine Alexander, -1, ?, ?, A06, 0, 0, 0, 0, 
96498971, Prague, Prague, 1943.??.??, 13, Alekhine Alexander, Lokvenc Josef, 1, ?, ?, E17, 0, 0, 0, 0, 
31925001, Prague, Prague, 1943.??.??, 14, Florian Jaromir, Alekhine Alexander, -1, ?, ?, C41, 0, 0, 0, 0, 
50171464, Prague, Prague, 1943.??.??, 15, Alekhine Alexander, Urbanec Karel, 1, ?, ?, C07, 0, 0, 0, 0, 
36361673, Prague, Prague, 1943.??.??, 16, Kubanek Jindrich, Alekhine Alexander, -1, ?, ?, C73, 0, 0, 0, 0, 
94571183, Prague, Prague, 1943.??.??, 17, Alekhine Alexander, Podgorny Jiri, 1, ?, ?, B22, 0, 0, 0, 0, 
98859788, Prague, Prague, 1943.??.??, 18, Alekhine Alexander, Pachman Ludek, 1, ?, ?, E33, 0, 0, 0, 0, 
47489583, Prague, Prague, 1943.??.??, 19, Prucha Karel, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
68005013, Salzburg, Salzburg, 1943.??.??, ?, Alekhine Alexander, Bogoljubow Efim, 0, ?, ?, E06, 0, 0, 0, 0, 
33020634, Salzburg, Salzburg, 1943.??.??, ?, Alekhine Alexander, Foltys Jan, 1, ?, ?, D02, 0, 0, 0, 0, 
72496026, Salzburg, Salzburg, 1943.??.??, ?, Alekhine Alexander, Keres Paul, 0, ?, ?, E19, 0, 0, 0, 0, 
12008631, Salzburg, Salzburg, 1943.??.??, ?, Keres Paul, Alekhine Alexander, 0, ?, ?, C92, 0, 0, 0, 0, 
43839562, Salzburg, Salzburg, 1943.??.??, ?, Alekhine Alexander, Rellstab Ludwig Sr, 1, ?, ?, B55, 0, 0, 0, 0, 
7745016, Salzburg, Salzburg, 1943.??.??, ?, Alekhine Alexander, Schmidt Paul Felix, 1, ?, ?, C84, 0, 0, 0, 0, 
20401309, Salzburg, Salzburg, 1943.??.??, ?, Bogoljubow Efim, Alekhine Alexander, -1, ?, ?, D00, 0, 0, 0, 1, 
72072003, Salzburg, Salzburg, 1943.??.??, ?, Foltys Jan, Alekhine Alexander, 0, ?, ?, E39, 0, 0, 0, 0, 
12643392, Salzburg, Salzburg, 1943.??.??, ?, Rellstab Ludwig Sr, Alekhine Alexander, -1, ?, ?, C91, 0, 0, 0, 0, 
37678595, Salzburg, Salzburg, 1943.??.??, ?, Schmidt Paul Felix, Alekhine Alexander, 0, ?, ?, C91, 0, 0, 0, 0, 
78247629, Gijon, Gijon, 1944.??.??, ?, Alekhine Alexander, Pomar Salamanca Arturo, 0, ?, ?, C84, 0, 1, 0, 0, 
98804206, Gijon, Gijon, 1944.??.??, ?, Medina Garcia Antonio Angel, Alekhine Alexander, -1, ?, ?, C53, 0, 0, 0, 0, 
82524177, Gijon, Gijon, 1944.??.??, ?, Salas Romo Julio, Alekhine Alexander, -1, ?, ?, A47, 0, 0, 0, 0, 
